序號,答案
20240128141002,0.0
20240128142002,4.058452
20240128143002,0.0
20240128144002,0.0
20240128145002,0.0
20240128150002,0.0
20240128151002,0.0
20240128152002,0.0
20240128153002,0.0
20240128154002,0.0
20240128155002,0.0
20240128160002,0.0
20240128161002,0.0
20240128162002,0.0
20240128163002,0.0
20240128164002,0.0
20240128165002,0.0
20240213090002,306.25327
20240213091002,536.0202
20240213092002,483.71173
20240213093002,86.64947
20240213094002,373.97443
20240213095002,375.22974
20240213100002,166.3681
20240213101002,239.33435
20240213102002,206.57835
20240213103002,323.45496
20240213104002,371.89453
20240213105002,568.70734
20240213110002,514.038
20240213111002,540.5879
20240213112002,453.56143
20240213113002,539.8952
20240213114002,265.07568
20240213115002,351.2405
20240213120002,213.39595
20240213121002,183.70213
20240213122002,225.25005
20240213123002,293.294
20240213124002,129.41429
20240213125002,133.5302
20240213130002,277.807
20240213131002,91.22401
20240213132002,172.67047
20240213133002,0.0
20240213134002,147.46742
20240213135002,115.49804
20240213140002,0.0
20240213141002,0.0
20240213142002,0.0
20240213143002,0.0
20240213144002,0.0
20240213145002,0.0
20240213150002,0.0
20240213151002,0.0
20240213152002,0.0
20240213153002,0.0
20240213154002,0.0
20240213155002,0.0
20240213160002,0.0
20240213161002,0.0
20240213162002,0.0
20240213163002,94.48066
20240213164002,8.395305
20240213165002,156.48743
20240226090002,945.3475
20240226091002,1385.813
20240226092002,1070.712
20240226093002,824.5686
20240226094002,873.2615
20240226095002,1118.6238
20240226100002,1046.5266
20240226101002,943.27673
20240226102002,956.47614
20240226103002,969.577
20240226104002,1250.5641
20240226105002,1354.9044
20240226110002,999.5631
20240226111002,704.57684
20240226112002,697.788
20240226113002,612.3388
20240226114002,463.24344
20240226115002,733.39813
20240226120002,1043.0688
20240226121002,689.1644
20240226122002,597.7018
20240226123002,759.36755
20240226124002,680.72015
20240226125002,653.4698
20240226130002,675.15857
20240226131002,618.90265
20240226132002,118.82639
20240226133002,292.43134
20240226134002,456.6749
20240226135002,406.1542
20240226140002,340.89404
20240226141002,300.53348
20240226142002,251.23676
20240226143002,155.27087
20240226144002,100.41111
20240226145002,239.28886
20240226150002,125.05242
20240226151002,136.90454
20240226152002,158.86096
20240226153002,0.0
20240226154002,0.0
20240226155002,0.0
20240226160002,0.0
20240226161002,0.0
20240226162002,0.0
20240226163002,0.0
20240226164002,0.0
20240226165002,0.0
20240319090002,364.55243
20240319091002,405.78766
20240319092002,360.37125
20240319093002,275.82278
20240319094002,359.63184
20240319095002,344.25494
20240319100002,357.04843
20240319101002,419.1192
20240319102002,300.55515
20240319103002,223.78368
20240319104002,274.9979
20240319105002,471.75662
20240319110002,273.88284
20240319111002,228.04631
20240319112002,276.0694
20240319113002,237.88016
20240319114002,85.4542
20240319115002,239.79425
20240319120002,213.47856
20240319121002,43.425518
20240319122002,103.606224
20240319123002,104.36007
20240319124002,0.0
20240319125002,0.0
20240319130002,0.0
20240319131002,0.0
20240319132002,0.0
20240319133002,0.0
20240319134002,0.0
20240319135002,0.0
20240319140002,0.0
20240319141002,0.0
20240319142002,0.0
20240319143002,0.0
20240319144002,0.0
20240319145002,0.0
20240319150002,0.0
20240319151002,0.0
20240319152002,0.0
20240319153002,0.0
20240319154002,0.0
20240319155002,0.0
20240319160002,0.0
20240319161002,0.0
20240319162002,0.0
20240319163002,0.0
20240319164002,0.0
20240319165002,0.0
20240427090002,487.03308
20240427091002,500.32623
20240427092002,431.34372
20240427093002,277.49127
20240427094002,355.5132
20240427095002,471.32025
20240427100002,537.74896
20240427101002,501.83557
20240427102002,568.294
20240427103002,493.2668
20240427104002,631.4277
20240427105002,701.8761
20240427110002,420.8395
20240427111002,517.28076
20240427112002,601.2088
20240427113002,621.17255
20240427114002,506.91354
20240427115002,806.9893
20240427120002,817.04407
20240427121002,633.7268
20240427122002,554.23773
20240427123002,528.5782
20240427124002,449.37408
20240427125002,540.67267
20240427130002,557.8964
20240427131002,472.69614
20240427132002,220.1084
20240427133002,249.77457
20240427134002,243.02269
20240427135002,246.63474
20240427140002,242.28683
20240427141002,94.97933
20240427142002,76.25353
20240427143002,15.647563
20240427144002,49.297573
20240427145002,54.73437
20240427150002,133.03918
20240427151002,72.482704
20240427152002,126.826
20240427153002,47.866894
20240427154002,17.639263
20240427155002,60.65948
20240427160002,11.381602
20240427161002,41.048763
20240427162002,0.0
20240427163002,0.0
20240427164002,28.6302
20240427165002,11.783824
20240508090002,683.95795
20240508091002,759.42346
20240508092002,817.54016
20240508093002,738.8055
20240508094002,786.6087
20240508095002,862.7791
20240508100002,778.0007
20240508101002,617.3348
20240508102002,806.8224
20240508103002,832.94635
20240508104002,970.95026
20240508105002,740.9322
20240508110002,758.7963
20240508111002,634.3632
20240508112002,584.3419
20240508113002,446.78857
20240508114002,586.76373
20240508115002,584.2129
20240508120002,561.0937
20240508121002,619.2064
20240508122002,499.02652
20240508123002,443.73297
20240508124002,541.77515
20240508125002,443.09805
20240508130002,510.52805
20240508131002,393.44153
20240508132002,462.93228
20240508133002,379.73334
20240508134002,298.0696
20240508135002,288.42044
20240508140002,211.10686
20240508141002,94.254326
20240508142002,8.816325
20240508143002,60.415493
20240508144002,121.30071
20240508145002,0.0
20240508150002,0.0
20240508151002,0.0
20240508152002,0.0
20240508153002,0.0
20240508154002,0.0
20240508155002,60.889736
20240508160002,0.0
20240508161002,0.0
20240508162002,0.0
20240508163002,0.0
20240508164002,0.0
20240508165002,0.0
20240705090002,934.0209
20240705091002,1155.1124
20240705092002,1261.4886
20240705093002,1218.2584
20240705094002,1312.1619
20240705095002,1182.5387
20240705100002,1202.5746
20240705101002,1162.049
20240705102002,752.7969
20240705103002,973.443
20240705104002,1296.5807
20240705105002,852.40393
20240705110002,761.8063
20240705111002,968.8617
20240705112002,627.59796
20240705113002,679.3966
20240705114002,487.3593
20240705115002,365.89984
20240705120002,152.28261
20240705121002,77.25823
20240705122002,151.1746
20240705123002,12.639384
20240705124002,106.08364
20240705125002,114.08317
20240705130002,210.91165
20240705131002,303.4172
20240705132002,262.67255
20240705133002,30.950237
20240705134002,47.812283
20240705135002,0.0
20240705140002,0.0
20240705141002,0.0
20240705142002,55.618862
20240705143002,36.187054
20240705144002,28.564342
20240705145002,107.4997
20240705150002,61.01936
20240705151002,46.490475
20240705152002,0.0
20240705153002,0.0
20240705154002,0.0
20240705155002,86.258995
20240705160002,53.861477
20240705161002,34.36665
20240705162002,0.0
20240705163002,63.800472
20240705164002,107.218346
20240705165002,0.0
20240707090002,328.39816
20240707091002,269.12326
20240707092002,229.4306
20240707093002,218.3903
20240707094002,228.28448
20240707095002,226.90848
20240707100002,355.7286
20240707101002,297.95132
20240707102002,450.52945
20240707103002,359.87054
20240707104002,513.46643
20240707105002,464.7802
20240707110002,355.6122
20240707111002,556.85333
20240707112002,697.3541
20240707113002,708.0784
20240707114002,458.1339
20240707115002,578.922
20240707120002,560.49304
20240707121002,371.9101
20240707122002,277.9445
20240707123002,572.43054
20240707124002,261.8522
20240707125002,235.82095
20240707130002,207.0371
20240707131002,135.76016
20240707132002,233.60951
20240707133002,56.800167
20240707134002,109.08231
20240707135002,192.8052
20240707140002,128.27968
20240707141002,201.49284
20240707142002,242.48288
20240707143002,47.661556
20240707144002,0.0
20240707145002,0.0
20240707150002,0.0
20240707151002,0.0
20240707152002,0.0
20240707153002,5.2932544
20240707154002,0.0
20240707155002,0.0
20240707160002,39.46931
20240707161002,139.14146
20240707162002,35.246105
20240707163002,309.72778
20240707164002,308.87616
20240707165002,247.8606
20240317090003,378.96536
20240317091003,375.82144
20240317092003,269.6418
20240317093003,108.002205
20240317094003,145.54747
20240317095003,105.15385
20240317100003,279.6149
20240317101003,186.28577
20240317102003,410.8603
20240317103003,309.24533
20240317104003,408.97586
20240317105003,268.88333
20240317110003,367.6582
20240317111003,454.57382
20240317112003,423.36743
20240317113003,522.88806
20240317114003,260.21613
20240317115003,520.99756
20240317120003,366.8623
20240317121003,244.45244
20240317122003,264.69574
20240317123003,224.34825
20240317124003,76.22709
20240317125003,31.443707
20240317130003,119.73411
20240317131003,0.0
20240317132003,35.00297
20240317133003,0.0
20240317134003,3.811931
20240317135003,0.0
20240317140003,0.0
20240317141003,0.0
20240317142003,47.63351
20240317143003,21.280895
20240317144003,0.0
20240317145003,0.0
20240317150003,0.0
20240317151003,0.0
20240317152003,0.0
20240317153003,0.0
20240317154003,0.0
20240317155003,0.0
20240317160003,0.0
20240317161003,0.0
20240317162003,0.0
20240317163003,4.740581
20240317164003,40.541515
20240317165003,165.42354
20240414090003,608.1283
20240414091003,540.8057
20240414092003,383.97595
20240414093003,272.6759
20240414094003,416.7753
20240414095003,584.69354
20240414100003,790.0908
20240414101003,498.80414
20240414102003,717.6542
20240414103003,547.4354
20240414104003,873.27844
20240414105003,641.44257
20240414110003,990.15906
20240414111003,1102.3549
20240414112003,1103.3809
20240414113003,1193.843
20240414114003,1000.3046
20240414115003,1182.52
20240414120003,1038.071
20240414121003,864.5861
20240414122003,851.4807
20240414123003,781.54565
20240414124003,604.38135
20240414125003,819.93463
20240414130003,582.688
20240414131003,482.83008
20240414132003,531.26544
20240414133003,343.90405
20240414134003,640.16895
20240414135003,555.52856
20240414140003,538.594
20240414141003,361.01495
20240414142003,423.20496
20240414143003,299.67178
20240414144003,189.56233
20240414145003,109.2176
20240414150003,203.90024
20240414151003,83.45185
20240414152003,203.44069
20240414153003,91.628334
20240414154003,8.985118
20240414155003,0.0
20240414160003,69.551674
20240414161003,251.47882
20240414162003,49.640896
20240414163003,263.06824
20240414164003,392.30728
20240414165003,553.7082
20240524090003,644.92865
20240524091003,680.0885
20240524092003,822.71014
20240524093003,619.2045
20240524094003,690.0812
20240524095003,633.88464
20240524100003,727.85535
20240524101003,542.4453
20240524102003,705.91003
20240524103003,675.0259
20240524104003,849.46674
20240524105003,919.218
20240524110003,701.6458
20240524111003,668.6551
20240524112003,754.9269
20240524113003,669.80975
20240524114003,688.42334
20240524115003,915.55084
20240524120003,762.7799
20240524121003,725.1694
20240524122003,743.6404
20240524123003,595.03595
20240524124003,554.95953
20240524125003,550.11896
20240524130003,543.3508
20240524131003,716.53107
20240524132003,442.6559
20240524133003,375.32858
20240524134003,505.8793
20240524135003,375.4666
20240524140003,276.40482
20240524141003,188.966
20240524142003,288.34442
20240524143003,282.3992
20240524144003,271.49106
20240524145003,175.58218
20240524150003,244.36038
20240524151003,255.20148
20240524152003,204.31322
20240524153003,162.10193
20240524154003,99.18853
20240524155003,234.13138
20240524160003,74.333046
20240524161003,61.687542
20240524162003,60.599895
20240524163003,92.75837
20240524164003,143.71098
20240524165003,162.44841
20240526090003,926.13916
20240526091003,914.3625
20240526092003,804.5728
20240526093003,615.2698
20240526094003,692.92346
20240526095003,720.505
20240526100003,755.8253
20240526101003,495.162
20240526102003,703.30536
20240526103003,546.0849
20240526104003,716.6218
20240526105003,526.28357
20240526110003,573.6754
20240526111003,550.23834
20240526112003,552.1122
20240526113003,322.7231
20240526114003,288.57358
20240526115003,654.8222
20240526120003,541.2091
20240526121003,486.2933
20240526122003,475.05746
20240526123003,600.60223
20240526124003,433.16803
20240526125003,372.64685
20240526130003,455.38104
20240526131003,359.0408
20240526132003,226.24863
20240526133003,162.19484
20240526134003,252.59843
20240526135003,244.46205
20240526140003,146.54037
20240526141003,115.58131
20240526142003,99.619225
20240526143003,70.33335
20240526144003,102.63125
20240526145003,14.967174
20240526150003,20.038921
20240526151003,0.0
20240526152003,12.04362
20240526153003,0.0
